,Country,Gender,Sector,Job Seniority,Company Size,Age Ranges,Connectivity Status,Count
2030,PHL,Male,IT,Training,1001-5000 employees,Any Age Range,connected to big companies,0
2031,PHL,Male,IT,Training,1001-5000 employees,Any Age Range,connected to any,0
2032,PHL,Male,IT,Training,1001-5000 employees,55+,connected to big companies,0
2033,PHL,Male,IT,Training,1001-5000 employees,55+,connected to any,0
2034,PHL,Male,IT,Training,1001-5000 employees,35 to 54,connected to big companies,0
2035,PHL,Male,IT,Training,1001-5000 employees,35 to 54,connected to any,0
2036,PHL,Male,IT,Training,1001-5000 employees,25 to 34,connected to big companies,0
2037,PHL,Male,IT,Training,1001-5000 employees,25 to 34,connected to any,0
2038,PHL,Male,IT,Training,1001-5000 employees,18 to 24,connected to big companies,0
2039,PHL,Male,IT,Training,1001-5000 employees,18 to 24,connected to any,0
2040,PHL,Male,IT,Training,501-1000 employees,Any Age Range,connected to big companies,0
2041,PHL,Male,IT,Training,501-1000 employees,Any Age Range,connected to any,0
2042,PHL,Male,IT,Training,501-1000 employees,55+,connected to big companies,0
2043,PHL,Male,IT,Training,501-1000 employees,55+,connected to any,0
2044,PHL,Male,IT,Training,501-1000 employees,35 to 54,connected to big companies,0
2045,PHL,Male,IT,Training,501-1000 employees,35 to 54,connected to any,0
2046,PHL,Male,IT,Training,501-1000 employees,25 to 34,connected to big companies,0
2047,PHL,Male,IT,Training,501-1000 employees,25 to 34,connected to any,0
2048,PHL,Male,IT,Training,501-1000 employees,18 to 24,connected to big companies,0
2049,PHL,Male,IT,Training,501-1000 employees,18 to 24,connected to any,0
2050,PHL,Male,IT,Training,201-500 employees,Any Age Range,connected to big companies,0
2051,PHL,Male,IT,Training,201-500 employees,Any Age Range,connected to any,0
2052,PHL,Male,IT,Training,201-500 employees,55+,connected to big companies,0
2053,PHL,Male,IT,Training,201-500 employees,55+,connected to any,0
2054,PHL,Male,IT,Training,201-500 employees,35 to 54,connected to big companies,0
2055,PHL,Male,IT,Training,201-500 employees,35 to 54,connected to any,0
2056,PHL,Male,IT,Training,201-500 employees,25 to 34,connected to big companies,0
2057,PHL,Male,IT,Training,201-500 employees,25 to 34,connected to any,0
2058,PHL,Male,IT,Training,201-500 employees,18 to 24,connected to big companies,0
2059,PHL,Male,IT,Training,201-500 employees,18 to 24,connected to any,0
2060,PHL,Male,IT,Training,51-200 employees,Any Age Range,connected to big companies,0
2061,PHL,Male,IT,Training,51-200 employees,Any Age Range,connected to any,320
2062,PHL,Male,IT,Training,51-200 employees,55+,connected to big companies,0
2063,PHL,Male,IT,Training,51-200 employees,55+,connected to any,0
2064,PHL,Male,IT,Training,51-200 employees,35 to 54,connected to big companies,0
2065,PHL,Male,IT,Training,51-200 employees,35 to 54,connected to any,0
2066,PHL,Male,IT,Training,51-200 employees,25 to 34,connected to big companies,0
2067,PHL,Male,IT,Training,51-200 employees,25 to 34,connected to any,0
2068,PHL,Male,IT,Training,51-200 employees,18 to 24,connected to big companies,0
2069,PHL,Male,IT,Training,51-200 employees,18 to 24,connected to any,0
2070,PHL,Male,IT,Training,11-50 employees,Any Age Range,connected to big companies,0
2071,PHL,Male,IT,Training,11-50 employees,Any Age Range,connected to any,360
2072,PHL,Male,IT,Training,11-50 employees,55+,connected to big companies,0
2073,PHL,Male,IT,Training,11-50 employees,55+,connected to any,0
2074,PHL,Male,IT,Training,11-50 employees,35 to 54,connected to big companies,0
2075,PHL,Male,IT,Training,11-50 employees,35 to 54,connected to any,0
2076,PHL,Male,IT,Training,11-50 employees,25 to 34,connected to big companies,0
2077,PHL,Male,IT,Training,11-50 employees,25 to 34,connected to any,0
2078,PHL,Male,IT,Training,11-50 employees,18 to 24,connected to big companies,0
2079,PHL,Male,IT,Training,11-50 employees,18 to 24,connected to any,0
2080,PHL,Male,IT,Training,2-10 employees,Any Age Range,connected to big companies,0
2081,PHL,Male,IT,Training,2-10 employees,Any Age Range,connected to any,0
2082,PHL,Male,IT,Training,2-10 employees,55+,connected to big companies,0
2083,PHL,Male,IT,Training,2-10 employees,55+,connected to any,0
2084,PHL,Male,IT,Training,2-10 employees,35 to 54,connected to big companies,0
2085,PHL,Male,IT,Training,2-10 employees,35 to 54,connected to any,0
2086,PHL,Male,IT,Training,2-10 employees,25 to 34,connected to big companies,0
2087,PHL,Male,IT,Training,2-10 employees,25 to 34,connected to any,0
2088,PHL,Male,IT,Training,2-10 employees,18 to 24,connected to big companies,0
2089,PHL,Male,IT,Training,2-10 employees,18 to 24,connected to any,0
2090,PHL,Male,IT,Training,Myself Only,Any Age Range,connected to big companies,0
2091,PHL,Male,IT,Training,Myself Only,Any Age Range,connected to any,0
2092,PHL,Male,IT,Training,Myself Only,55+,connected to big companies,0
2093,PHL,Male,IT,Training,Myself Only,55+,connected to any,0
2094,PHL,Male,IT,Training,Myself Only,35 to 54,connected to big companies,0
2095,PHL,Male,IT,Training,Myself Only,35 to 54,connected to any,0
2096,PHL,Male,IT,Training,Myself Only,25 to 34,connected to big companies,0
2097,PHL,Male,IT,Training,Myself Only,25 to 34,connected to any,0
2098,PHL,Male,IT,Training,Myself Only,18 to 24,connected to big companies,0
2099,PHL,Male,IT,Training,Myself Only,18 to 24,connected to any,0
2100,PHL,Male,IT,Unpaid,Any Company Size,Any Age Range,connected to big companies,0
2101,PHL,Male,IT,Unpaid,Any Company Size,Any Age Range,connected to any,5200
2102,PHL,Male,IT,Unpaid,Any Company Size,55+,connected to big companies,0
2103,PHL,Male,IT,Unpaid,Any Company Size,55+,connected to any,0
2104,PHL,Male,IT,Unpaid,Any Company Size,35 to 54,connected to big companies,0
2105,PHL,Male,IT,Unpaid,Any Company Size,35 to 54,connected to any,0
2106,PHL,Male,IT,Unpaid,Any Company Size,25 to 34,connected to big companies,0
2107,PHL,Male,IT,Unpaid,Any Company Size,25 to 34,connected to any,3900
2108,PHL,Male,IT,Unpaid,Any Company Size,18 to 24,connected to big companies,0
2109,PHL,Male,IT,Unpaid,Any Company Size,18 to 24,connected to any,1000
2110,PHL,Male,IT,Unpaid,"10,001+ employees",Any Age Range,connected to big companies,0
2111,PHL,Male,IT,Unpaid,"10,001+ employees",Any Age Range,connected to any,0
2112,PHL,Male,IT,Unpaid,"10,001+ employees",55+,connected to big companies,0
2113,PHL,Male,IT,Unpaid,"10,001+ employees",55+,connected to any,0
2114,PHL,Male,IT,Unpaid,"10,001+ employees",35 to 54,connected to big companies,0
2115,PHL,Male,IT,Unpaid,"10,001+ employees",35 to 54,connected to any,0
2116,PHL,Male,IT,Unpaid,"10,001+ employees",25 to 34,connected to big companies,0
2117,PHL,Male,IT,Unpaid,"10,001+ employees",25 to 34,connected to any,0
2118,PHL,Male,IT,Unpaid,"10,001+ employees",18 to 24,connected to big companies,0
2119,PHL,Male,IT,Unpaid,"10,001+ employees",18 to 24,connected to any,0
2120,PHL,Male,IT,Unpaid,"5001-10,000 employees",Any Age Range,connected to big companies,0
2121,PHL,Male,IT,Unpaid,"5001-10,000 employees",Any Age Range,connected to any,0
2122,PHL,Male,IT,Unpaid,"5001-10,000 employees",55+,connected to big companies,0
2123,PHL,Male,IT,Unpaid,"5001-10,000 employees",55+,connected to any,0
2124,PHL,Male,IT,Unpaid,"5001-10,000 employees",35 to 54,connected to big companies,0
2125,PHL,Male,IT,Unpaid,"5001-10,000 employees",35 to 54,connected to any,0
2126,PHL,Male,IT,Unpaid,"5001-10,000 employees",25 to 34,connected to big companies,0
2127,PHL,Male,IT,Unpaid,"5001-10,000 employees",25 to 34,connected to any,0
2128,PHL,Male,IT,Unpaid,"5001-10,000 employees",18 to 24,connected to big companies,0
2129,PHL,Male,IT,Unpaid,"5001-10,000 employees",18 to 24,connected to any,0
2130,PHL,Male,IT,Unpaid,1001-5000 employees,Any Age Range,connected to big companies,0
2131,PHL,Male,IT,Unpaid,1001-5000 employees,Any Age Range,connected to any,0
2132,PHL,Male,IT,Unpaid,1001-5000 employees,55+,connected to big companies,0
2133,PHL,Male,IT,Unpaid,1001-5000 employees,55+,connected to any,0
2134,PHL,Male,IT,Unpaid,1001-5000 employees,35 to 54,connected to big companies,0
2135,PHL,Male,IT,Unpaid,1001-5000 employees,35 to 54,connected to any,0
2136,PHL,Male,IT,Unpaid,1001-5000 employees,25 to 34,connected to big companies,0
2137,PHL,Male,IT,Unpaid,1001-5000 employees,25 to 34,connected to any,0
2138,PHL,Male,IT,Unpaid,1001-5000 employees,18 to 24,connected to big companies,0
2139,PHL,Male,IT,Unpaid,1001-5000 employees,18 to 24,connected to any,0
2140,PHL,Male,IT,Unpaid,501-1000 employees,Any Age Range,connected to big companies,0
2141,PHL,Male,IT,Unpaid,501-1000 employees,Any Age Range,connected to any,0
2142,PHL,Male,IT,Unpaid,501-1000 employees,55+,connected to big companies,0
2143,PHL,Male,IT,Unpaid,501-1000 employees,55+,connected to any,0
2144,PHL,Male,IT,Unpaid,501-1000 employees,35 to 54,connected to big companies,0
2145,PHL,Male,IT,Unpaid,501-1000 employees,35 to 54,connected to any,0
2146,PHL,Male,IT,Unpaid,501-1000 employees,25 to 34,connected to big companies,0
2147,PHL,Male,IT,Unpaid,501-1000 employees,25 to 34,connected to any,0
2148,PHL,Male,IT,Unpaid,501-1000 employees,18 to 24,connected to big companies,0
2149,PHL,Male,IT,Unpaid,501-1000 employees,18 to 24,connected to any,0
2150,PHL,Male,IT,Unpaid,201-500 employees,Any Age Range,connected to big companies,0
2151,PHL,Male,IT,Unpaid,201-500 employees,Any Age Range,connected to any,0
2152,PHL,Male,IT,Unpaid,201-500 employees,55+,connected to big companies,0
2153,PHL,Male,IT,Unpaid,201-500 employees,55+,connected to any,0
2154,PHL,Male,IT,Unpaid,201-500 employees,35 to 54,connected to big companies,0
2155,PHL,Male,IT,Unpaid,201-500 employees,35 to 54,connected to any,0
2156,PHL,Male,IT,Unpaid,201-500 employees,25 to 34,connected to big companies,0
2157,PHL,Male,IT,Unpaid,201-500 employees,25 to 34,connected to any,0
2158,PHL,Male,IT,Unpaid,201-500 employees,18 to 24,connected to big companies,0
2159,PHL,Male,IT,Unpaid,201-500 employees,18 to 24,connected to any,0
2160,PHL,Male,IT,Unpaid,51-200 employees,Any Age Range,connected to big companies,0
2161,PHL,Male,IT,Unpaid,51-200 employees,Any Age Range,connected to any,0
2162,PHL,Male,IT,Unpaid,51-200 employees,55+,connected to big companies,0
2163,PHL,Male,IT,Unpaid,51-200 employees,55+,connected to any,0
2164,PHL,Male,IT,Unpaid,51-200 employees,35 to 54,connected to big companies,0
2165,PHL,Male,IT,Unpaid,51-200 employees,35 to 54,connected to any,0
2166,PHL,Male,IT,Unpaid,51-200 employees,25 to 34,connected to big companies,0
2167,PHL,Male,IT,Unpaid,51-200 employees,25 to 34,connected to any,0
2168,PHL,Male,IT,Unpaid,51-200 employees,18 to 24,connected to big companies,0
2169,PHL,Male,IT,Unpaid,51-200 employees,18 to 24,connected to any,0
2170,PHL,Male,IT,Unpaid,11-50 employees,Any Age Range,connected to big companies,0
2171,PHL,Male,IT,Unpaid,11-50 employees,Any Age Range,connected to any,0
2172,PHL,Male,IT,Unpaid,11-50 employees,55+,connected to big companies,0
2173,PHL,Male,IT,Unpaid,11-50 employees,55+,connected to any,0
2174,PHL,Male,IT,Unpaid,11-50 employees,35 to 54,connected to big companies,0
2175,PHL,Male,IT,Unpaid,11-50 employees,35 to 54,connected to any,0
2176,PHL,Male,IT,Unpaid,11-50 employees,25 to 34,connected to big companies,0
2177,PHL,Male,IT,Unpaid,11-50 employees,25 to 34,connected to any,0
2178,PHL,Male,IT,Unpaid,11-50 employees,18 to 24,connected to big companies,0
2179,PHL,Male,IT,Unpaid,11-50 employees,18 to 24,connected to any,0
2180,PHL,Male,IT,Unpaid,2-10 employees,Any Age Range,connected to big companies,0
2181,PHL,Male,IT,Unpaid,2-10 employees,Any Age Range,connected to any,0
2182,PHL,Male,IT,Unpaid,2-10 employees,55+,connected to big companies,0
2183,PHL,Male,IT,Unpaid,2-10 employees,55+,connected to any,0
2184,PHL,Male,IT,Unpaid,2-10 employees,35 to 54,connected to big companies,0
2185,PHL,Male,IT,Unpaid,2-10 employees,35 to 54,connected to any,0
2186,PHL,Male,IT,Unpaid,2-10 employees,25 to 34,connected to big companies,0
2187,PHL,Male,IT,Unpaid,2-10 employees,25 to 34,connected to any,0
2188,PHL,Male,IT,Unpaid,2-10 employees,18 to 24,connected to big companies,0
2189,PHL,Male,IT,Unpaid,2-10 employees,18 to 24,connected to any,0
2190,PHL,Male,IT,Unpaid,Myself Only,Any Age Range,connected to big companies,0
2191,PHL,Male,IT,Unpaid,Myself Only,Any Age Range,connected to any,320
2192,PHL,Male,IT,Unpaid,Myself Only,55+,connected to big companies,0
2193,PHL,Male,IT,Unpaid,Myself Only,55+,connected to any,0
2194,PHL,Male,IT,Unpaid,Myself Only,35 to 54,connected to big companies,0
2195,PHL,Male,IT,Unpaid,Myself Only,35 to 54,connected to any,0
2196,PHL,Male,IT,Unpaid,Myself Only,25 to 34,connected to big companies,0
2197,PHL,Male,IT,Unpaid,Myself Only,25 to 34,connected to any,0
2198,PHL,Male,IT,Unpaid,Myself Only,18 to 24,connected to big companies,0
2199,PHL,Male,IT,Unpaid,Myself Only,18 to 24,connected to any,0
2200,PHL,Female,IT,Any Job Seniority,Any Company Size,Any Age Range,connected to big companies,16000
2201,PHL,Female,IT,Any Job Seniority,Any Company Size,Any Age Range,connected to any,340000
2202,PHL,Female,IT,Any Job Seniority,Any Company Size,55+,connected to big companies,310
2203,PHL,Female,IT,Any Job Seniority,Any Company Size,55+,connected to any,2500
2204,PHL,Female,IT,Any Job Seniority,Any Company Size,35 to 54,connected to big companies,7200
2205,PHL,Female,IT,Any Job Seniority,Any Company Size,35 to 54,connected to any,61000
2206,PHL,Female,IT,Any Job Seniority,Any Company Size,25 to 34,connected to big companies,7400
2207,PHL,Female,IT,Any Job Seniority,Any Company Size,25 to 34,connected to any,220000
2208,PHL,Female,IT,Any Job Seniority,Any Company Size,18 to 24,connected to big companies,700
2209,PHL,Female,IT,Any Job Seniority,Any Company Size,18 to 24,connected to any,52000
2210,PHL,Female,IT,Any Job Seniority,"10,001+ employees",Any Age Range,connected to big companies,4900
2211,PHL,Female,IT,Any Job Seniority,"10,001+ employees",Any Age Range,connected to any,89000
2212,PHL,Female,IT,Any Job Seniority,"10,001+ employees",55+,connected to big companies,0
2213,PHL,Female,IT,Any Job Seniority,"10,001+ employees",55+,connected to any,510
2214,PHL,Female,IT,Any Job Seniority,"10,001+ employees",35 to 54,connected to big companies,2500
2215,PHL,Female,IT,Any Job Seniority,"10,001+ employees",35 to 54,connected to any,19000
2216,PHL,Female,IT,Any Job Seniority,"10,001+ employees",25 to 34,connected to big companies,2200
2217,PHL,Female,IT,Any Job Seniority,"10,001+ employees",25 to 34,connected to any,55000
2218,PHL,Female,IT,Any Job Seniority,"10,001+ employees",18 to 24,connected to big companies,0
2219,PHL,Female,IT,Any Job Seniority,"10,001+ employees",18 to 24,connected to any,15000
2220,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",Any Age Range,connected to big companies,1400
2221,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",Any Age Range,connected to any,17000
2222,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",55+,connected to big companies,0
2223,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",55+,connected to any,0
2224,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",35 to 54,connected to big companies,690
2225,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",35 to 54,connected to any,4200
2226,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",25 to 34,connected to big companies,630
2227,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",25 to 34,connected to any,10000
2228,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",18 to 24,connected to big companies,0
2229,PHL,Female,IT,Any Job Seniority,"5001-10,000 employees",18 to 24,connected to any,1800
2230,PHL,Female,IT,Any Job Seniority,1001-5000 employees,Any Age Range,connected to big companies,1300
2231,PHL,Female,IT,Any Job Seniority,1001-5000 employees,Any Age Range,connected to any,19000
2232,PHL,Female,IT,Any Job Seniority,1001-5000 employees,55+,connected to big companies,0
2233,PHL,Female,IT,Any Job Seniority,1001-5000 employees,55+,connected to any,0
2234,PHL,Female,IT,Any Job Seniority,1001-5000 employees,35 to 54,connected to big companies,610
2235,PHL,Female,IT,Any Job Seniority,1001-5000 employees,35 to 54,connected to any,4000
2236,PHL,Female,IT,Any Job Seniority,1001-5000 employees,25 to 34,connected to big companies,630
2237,PHL,Female,IT,Any Job Seniority,1001-5000 employees,25 to 34,connected to any,13000
2238,PHL,Female,IT,Any Job Seniority,1001-5000 employees,18 to 24,connected to big companies,0
2239,PHL,Female,IT,Any Job Seniority,1001-5000 employees,18 to 24,connected to any,2400
2240,PHL,Female,IT,Any Job Seniority,501-1000 employees,Any Age Range,connected to big companies,1700
2241,PHL,Female,IT,Any Job Seniority,501-1000 employees,Any Age Range,connected to any,19000
2242,PHL,Female,IT,Any Job Seniority,501-1000 employees,55+,connected to big companies,0
2243,PHL,Female,IT,Any Job Seniority,501-1000 employees,55+,connected to any,0
2244,PHL,Female,IT,Any Job Seniority,501-1000 employees,35 to 54,connected to big companies,710
2245,PHL,Female,IT,Any Job Seniority,501-1000 employees,35 to 54,connected to any,4100
2246,PHL,Female,IT,Any Job Seniority,501-1000 employees,25 to 34,connected to big companies,870
2247,PHL,Female,IT,Any Job Seniority,501-1000 employees,25 to 34,connected to any,12000
2248,PHL,Female,IT,Any Job Seniority,501-1000 employees,18 to 24,connected to big companies,0
2249,PHL,Female,IT,Any Job Seniority,501-1000 employees,18 to 24,connected to any,2500
2250,PHL,Female,IT,Any Job Seniority,201-500 employees,Any Age Range,connected to big companies,1200
2251,PHL,Female,IT,Any Job Seniority,201-500 employees,Any Age Range,connected to any,15000
2252,PHL,Female,IT,Any Job Seniority,201-500 employees,55+,connected to big companies,0
2253,PHL,Female,IT,Any Job Seniority,201-500 employees,55+,connected to any,0
2254,PHL,Female,IT,Any Job Seniority,201-500 employees,35 to 54,connected to big companies,500
2255,PHL,Female,IT,Any Job Seniority,201-500 employees,35 to 54,connected to any,3200
2256,PHL,Female,IT,Any Job Seniority,201-500 employees,25 to 34,connected to big companies,570
2257,PHL,Female,IT,Any Job Seniority,201-500 employees,25 to 34,connected to any,9700
2258,PHL,Female,IT,Any Job Seniority,201-500 employees,18 to 24,connected to big companies,0
2259,PHL,Female,IT,Any Job Seniority,201-500 employees,18 to 24,connected to any,2100
2260,PHL,Female,IT,Any Job Seniority,51-200 employees,Any Age Range,connected to big companies,1700
2261,PHL,Female,IT,Any Job Seniority,51-200 employees,Any Age Range,connected to any,27000
2262,PHL,Female,IT,Any Job Seniority,51-200 employees,55+,connected to big companies,0
2263,PHL,Female,IT,Any Job Seniority,51-200 employees,55+,connected to any,0
2264,PHL,Female,IT,Any Job Seniority,51-200 employees,35 to 54,connected to big companies,710
2265,PHL,Female,IT,Any Job Seniority,51-200 employees,35 to 54,connected to any,4900
2266,PHL,Female,IT,Any Job Seniority,51-200 employees,25 to 34,connected to big companies,890
2267,PHL,Female,IT,Any Job Seniority,51-200 employees,25 to 34,connected to any,18000
2268,PHL,Female,IT,Any Job Seniority,51-200 employees,18 to 24,connected to big companies,0
2269,PHL,Female,IT,Any Job Seniority,51-200 employees,18 to 24,connected to any,3500
2270,PHL,Female,IT,Any Job Seniority,11-50 employees,Any Age Range,connected to big companies,1800
2271,PHL,Female,IT,Any Job Seniority,11-50 employees,Any Age Range,connected to any,28000
2272,PHL,Female,IT,Any Job Seniority,11-50 employees,55+,connected to big companies,0
2273,PHL,Female,IT,Any Job Seniority,11-50 employees,55+,connected to any,0
2274,PHL,Female,IT,Any Job Seniority,11-50 employees,35 to 54,connected to big companies,710
2275,PHL,Female,IT,Any Job Seniority,11-50 employees,35 to 54,connected to any,4800
2276,PHL,Female,IT,Any Job Seniority,11-50 employees,25 to 34,connected to big companies,910
2277,PHL,Female,IT,Any Job Seniority,11-50 employees,25 to 34,connected to any,19000
2278,PHL,Female,IT,Any Job Seniority,11-50 employees,18 to 24,connected to big companies,0
2279,PHL,Female,IT,Any Job Seniority,11-50 employees,18 to 24,connected to any,4000
2280,PHL,Female,IT,Any Job Seniority,2-10 employees,Any Age Range,connected to big companies,1000
2281,PHL,Female,IT,Any Job Seniority,2-10 employees,Any Age Range,connected to any,17000
2282,PHL,Female,IT,Any Job Seniority,2-10 employees,55+,connected to big companies,0
2283,PHL,Female,IT,Any Job Seniority,2-10 employees,55+,connected to any,0
2284,PHL,Female,IT,Any Job Seniority,2-10 employees,35 to 54,connected to big companies,400
2285,PHL,Female,IT,Any Job Seniority,2-10 employees,35 to 54,connected to any,2700
2286,PHL,Female,IT,Any Job Seniority,2-10 employees,25 to 34,connected to big companies,530
2287,PHL,Female,IT,Any Job Seniority,2-10 employees,25 to 34,connected to any,11000
2288,PHL,Female,IT,Any Job Seniority,2-10 employees,18 to 24,connected to big companies,0
2289,PHL,Female,IT,Any Job Seniority,2-10 employees,18 to 24,connected to any,2800
2290,PHL,Female,IT,Any Job Seniority,Myself Only,Any Age Range,connected to big companies,0
2291,PHL,Female,IT,Any Job Seniority,Myself Only,Any Age Range,connected to any,4700
2292,PHL,Female,IT,Any Job Seniority,Myself Only,55+,connected to big companies,0
2293,PHL,Female,IT,Any Job Seniority,Myself Only,55+,connected to any,0
2294,PHL,Female,IT,Any Job Seniority,Myself Only,35 to 54,connected to big companies,0
2295,PHL,Female,IT,Any Job Seniority,Myself Only,35 to 54,connected to any,500
2296,PHL,Female,IT,Any Job Seniority,Myself Only,25 to 34,connected to big companies,0
2297,PHL,Female,IT,Any Job Seniority,Myself Only,25 to 34,connected to any,3000
2298,PHL,Female,IT,Any Job Seniority,Myself Only,18 to 24,connected to big companies,0
2299,PHL,Female,IT,Any Job Seniority,Myself Only,18 to 24,connected to any,1200
2300,PHL,Female,IT,Owner,Any Company Size,Any Age Range,connected to big companies,590
2301,PHL,Female,IT,Owner,Any Company Size,Any Age Range,connected to any,5300
2302,PHL,Female,IT,Owner,Any Company Size,55+,connected to big companies,0
2303,PHL,Female,IT,Owner,Any Company Size,55+,connected to any,0
2304,PHL,Female,IT,Owner,Any Company Size,35 to 54,connected to big companies,300
2305,PHL,Female,IT,Owner,Any Company Size,35 to 54,connected to any,1700
2306,PHL,Female,IT,Owner,Any Company Size,25 to 34,connected to big companies,0
2307,PHL,Female,IT,Owner,Any Company Size,25 to 34,connected to any,3000
2308,PHL,Female,IT,Owner,Any Company Size,18 to 24,connected to big companies,0
2309,PHL,Female,IT,Owner,Any Company Size,18 to 24,connected to any,410
2310,PHL,Female,IT,Owner,"10,001+ employees",Any Age Range,connected to big companies,0
2311,PHL,Female,IT,Owner,"10,001+ employees",Any Age Range,connected to any,510
2312,PHL,Female,IT,Owner,"10,001+ employees",55+,connected to big companies,0
2313,PHL,Female,IT,Owner,"10,001+ employees",55+,connected to any,0
2314,PHL,Female,IT,Owner,"10,001+ employees",35 to 54,connected to big companies,0
2315,PHL,Female,IT,Owner,"10,001+ employees",35 to 54,connected to any,0
2316,PHL,Female,IT,Owner,"10,001+ employees",25 to 34,connected to big companies,0
2317,PHL,Female,IT,Owner,"10,001+ employees",25 to 34,connected to any,0
2318,PHL,Female,IT,Owner,"10,001+ employees",18 to 24,connected to big companies,0
2319,PHL,Female,IT,Owner,"10,001+ employees",18 to 24,connected to any,0
2320,PHL,Female,IT,Owner,"5001-10,000 employees",Any Age Range,connected to big companies,0
2321,PHL,Female,IT,Owner,"5001-10,000 employees",Any Age Range,connected to any,0
2322,PHL,Female,IT,Owner,"5001-10,000 employees",55+,connected to big companies,0
2323,PHL,Female,IT,Owner,"5001-10,000 employees",55+,connected to any,0
2324,PHL,Female,IT,Owner,"5001-10,000 employees",35 to 54,connected to big companies,0
2325,PHL,Female,IT,Owner,"5001-10,000 employees",35 to 54,connected to any,0
2326,PHL,Female,IT,Owner,"5001-10,000 employees",25 to 34,connected to big companies,0
2327,PHL,Female,IT,Owner,"5001-10,000 employees",25 to 34,connected to any,0
2328,PHL,Female,IT,Owner,"5001-10,000 employees",18 to 24,connected to big companies,0
2329,PHL,Female,IT,Owner,"5001-10,000 employees",18 to 24,connected to any,0
2330,PHL,Female,IT,Owner,1001-5000 employees,Any Age Range,connected to big companies,0
2331,PHL,Female,IT,Owner,1001-5000 employees,Any Age Range,connected to any,0
2332,PHL,Female,IT,Owner,1001-5000 employees,55+,connected to big companies,0
2333,PHL,Female,IT,Owner,1001-5000 employees,55+,connected to any,0
2334,PHL,Female,IT,Owner,1001-5000 employees,35 to 54,connected to big companies,0
2335,PHL,Female,IT,Owner,1001-5000 employees,35 to 54,connected to any,0
2336,PHL,Female,IT,Owner,1001-5000 employees,25 to 34,connected to big companies,0
2337,PHL,Female,IT,Owner,1001-5000 employees,25 to 34,connected to any,0
2338,PHL,Female,IT,Owner,1001-5000 employees,18 to 24,connected to big companies,0
2339,PHL,Female,IT,Owner,1001-5000 employees,18 to 24,connected to any,0
2340,PHL,Female,IT,Owner,501-1000 employees,Any Age Range,connected to big companies,0
2341,PHL,Female,IT,Owner,501-1000 employees,Any Age Range,connected to any,400
2342,PHL,Female,IT,Owner,501-1000 employees,55+,connected to big companies,0
2343,PHL,Female,IT,Owner,501-1000 employees,55+,connected to any,0
2344,PHL,Female,IT,Owner,501-1000 employees,35 to 54,connected to big companies,0
2345,PHL,Female,IT,Owner,501-1000 employees,35 to 54,connected to any,0
2346,PHL,Female,IT,Owner,501-1000 employees,25 to 34,connected to big companies,0
2347,PHL,Female,IT,Owner,501-1000 employees,25 to 34,connected to any,0
2348,PHL,Female,IT,Owner,501-1000 employees,18 to 24,connected to big companies,0
2349,PHL,Female,IT,Owner,501-1000 employees,18 to 24,connected to any,0
2350,PHL,Female,IT,Owner,201-500 employees,Any Age Range,connected to big companies,0
2351,PHL,Female,IT,Owner,201-500 employees,Any Age Range,connected to any,0
2352,PHL,Female,IT,Owner,201-500 employees,55+,connected to big companies,0
2353,PHL,Female,IT,Owner,201-500 employees,55+,connected to any,0
2354,PHL,Female,IT,Owner,201-500 employees,35 to 54,connected to big companies,0
2355,PHL,Female,IT,Owner,201-500 employees,35 to 54,connected to any,0
2356,PHL,Female,IT,Owner,201-500 employees,25 to 34,connected to big companies,0
2357,PHL,Female,IT,Owner,201-500 employees,25 to 34,connected to any,0
2358,PHL,Female,IT,Owner,201-500 employees,18 to 24,connected to big companies,0
2359,PHL,Female,IT,Owner,201-500 employees,18 to 24,connected to any,0
2360,PHL,Female,IT,Owner,51-200 employees,Any Age Range,connected to big companies,0
2361,PHL,Female,IT,Owner,51-200 employees,Any Age Range,connected to any,500
2362,PHL,Female,IT,Owner,51-200 employees,55+,connected to big companies,0
2363,PHL,Female,IT,Owner,51-200 employees,55+,connected to any,0
2364,PHL,Female,IT,Owner,51-200 employees,35 to 54,connected to big companies,0
2365,PHL,Female,IT,Owner,51-200 employees,35 to 54,connected to any,0
2366,PHL,Female,IT,Owner,51-200 employees,25 to 34,connected to big companies,0
2367,PHL,Female,IT,Owner,51-200 employees,25 to 34,connected to any,0
2368,PHL,Female,IT,Owner,51-200 employees,18 to 24,connected to big companies,0
2369,PHL,Female,IT,Owner,51-200 employees,18 to 24,connected to any,0
2370,PHL,Female,IT,Owner,11-50 employees,Any Age Range,connected to big companies,0
2371,PHL,Female,IT,Owner,11-50 employees,Any Age Range,connected to any,760
2372,PHL,Female,IT,Owner,11-50 employees,55+,connected to big companies,0
2373,PHL,Female,IT,Owner,11-50 employees,55+,connected to any,0
2374,PHL,Female,IT,Owner,11-50 employees,35 to 54,connected to big companies,0
