,Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
104,IND,Any Gender,Any Company Industry,Any Age Range,Unpaid,501-1000 employees,4600
105,IND,Any Gender,Any Company Industry,Any Age Range,Unpaid,201-500 employees,6100
106,IND,Any Gender,Any Company Industry,Any Age Range,Unpaid,51-200 employees,17000
107,IND,Any Gender,Any Company Industry,Any Age Range,Unpaid,11-50 employees,12000
108,IND,Any Gender,Any Company Industry,Any Age Range,Unpaid,2-10 employees,16000
109,IND,Any Gender,Any Company Industry,Any Age Range,Unpaid,Myself Only,28000
110,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,Any Company Size,790000
111,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,"10,001+ employees",120000
112,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,"5001-10,000 employees",24000
113,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,1001-5000 employees,56000
114,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,501-1000 employees,26000
115,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,201-500 employees,37000
116,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,51-200 employees,50000
117,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,11-50 employees,49000
118,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,2-10 employees,33000
119,IND,Any Gender,Any Company Industry,55+,Any Job Seniority,Myself Only,6100
120,IND,Any Gender,Any Company Industry,55+,Owner,Any Company Size,77000
121,IND,Any Gender,Any Company Industry,55+,Owner,"10,001+ employees",1600
122,IND,Any Gender,Any Company Industry,55+,Owner,"5001-10,000 employees",500
123,IND,Any Gender,Any Company Industry,55+,Owner,1001-5000 employees,1500
124,IND,Any Gender,Any Company Industry,55+,Owner,501-1000 employees,1200
125,IND,Any Gender,Any Company Industry,55+,Owner,201-500 employees,2800
126,IND,Any Gender,Any Company Industry,55+,Owner,51-200 employees,6400
127,IND,Any Gender,Any Company Industry,55+,Owner,11-50 employees,11000
128,IND,Any Gender,Any Company Industry,55+,Owner,2-10 employees,9400
129,IND,Any Gender,Any Company Industry,55+,Owner,Myself Only,720
130,IND,Any Gender,Any Company Industry,55+,Partner,Any Company Size,20000
131,IND,Any Gender,Any Company Industry,55+,Partner,"10,001+ employees",1000
132,IND,Any Gender,Any Company Industry,55+,Partner,"5001-10,000 employees",330
133,IND,Any Gender,Any Company Industry,55+,Partner,1001-5000 employees,860
134,IND,Any Gender,Any Company Industry,55+,Partner,501-1000 employees,610
135,IND,Any Gender,Any Company Industry,55+,Partner,201-500 employees,1400
136,IND,Any Gender,Any Company Industry,55+,Partner,51-200 employees,2300
137,IND,Any Gender,Any Company Industry,55+,Partner,11-50 employees,3700
138,IND,Any Gender,Any Company Industry,55+,Partner,2-10 employees,2900
139,IND,Any Gender,Any Company Industry,55+,Partner,Myself Only,0
140,IND,Any Gender,Any Company Industry,55+,CXO,Any Company Size,45000
141,IND,Any Gender,Any Company Industry,55+,CXO,"10,001+ employees",3800
142,IND,Any Gender,Any Company Industry,55+,CXO,"5001-10,000 employees",1200
143,IND,Any Gender,Any Company Industry,55+,CXO,1001-5000 employees,3400
144,IND,Any Gender,Any Company Industry,55+,CXO,501-1000 employees,2000
145,IND,Any Gender,Any Company Industry,55+,CXO,201-500 employees,3300
146,IND,Any Gender,Any Company Industry,55+,CXO,51-200 employees,5400
147,IND,Any Gender,Any Company Industry,55+,CXO,11-50 employees,6700
148,IND,Any Gender,Any Company Industry,55+,CXO,2-10 employees,4600
149,IND,Any Gender,Any Company Industry,55+,CXO,Myself Only,350
150,IND,Any Gender,Any Company Industry,55+,VP,Any Company Size,86000
151,IND,Any Gender,Any Company Industry,55+,VP,"10,001+ employees",17000
152,IND,Any Gender,Any Company Industry,55+,VP,"5001-10,000 employees",4100
153,IND,Any Gender,Any Company Industry,55+,VP,1001-5000 employees,10000
154,IND,Any Gender,Any Company Industry,55+,VP,501-1000 employees,4900
155,IND,Any Gender,Any Company Industry,55+,VP,201-500 employees,6300
156,IND,Any Gender,Any Company Industry,55+,VP,51-200 employees,8400
157,IND,Any Gender,Any Company Industry,55+,VP,11-50 employees,7900
158,IND,Any Gender,Any Company Industry,55+,VP,2-10 employees,4100
159,IND,Any Gender,Any Company Industry,55+,VP,Myself Only,520
160,IND,Any Gender,Any Company Industry,55+,Director,Any Company Size,120000
161,IND,Any Gender,Any Company Industry,55+,Director,"10,001+ employees",21000
162,IND,Any Gender,Any Company Industry,55+,Director,"5001-10,000 employees",4800
163,IND,Any Gender,Any Company Industry,55+,Director,1001-5000 employees,11000
164,IND,Any Gender,Any Company Industry,55+,Director,501-1000 employees,5500
165,IND,Any Gender,Any Company Industry,55+,Director,201-500 employees,8000
166,IND,Any Gender,Any Company Industry,55+,Director,51-200 employees,11000
167,IND,Any Gender,Any Company Industry,55+,Director,11-50 employees,12000
168,IND,Any Gender,Any Company Industry,55+,Director,2-10 employees,7300
169,IND,Any Gender,Any Company Industry,55+,Director,Myself Only,870
170,IND,Any Gender,Any Company Industry,55+,Manager,Any Company Size,96000
171,IND,Any Gender,Any Company Industry,55+,Manager,"10,001+ employees",28000
172,IND,Any Gender,Any Company Industry,55+,Manager,"5001-10,000 employees",5700
