0,1,2,3,4,5,6
IND,Any Gender,Any Company Industry,55+,Any Job Seniority,"5001-10,000 employees",24000
IND,Any Gender,Any Company Industry,55+,Any Job Seniority,1001-5000 employees,56000
IND,Any Gender,Any Company Industry,55+,Any Job Seniority,501-1000 employees,26000
IND,Any Gender,Any Company Industry,55+,Any Job Seniority,201-500 employees,37000
IND,Any Gender,Any Company Industry,55+,Any Job Seniority,51-200 employees,50000
IND,Any Gender,Any Company Industry,55+,Any Job Seniority,11-50 employees,49000
IND,Any Gender,Any Company Industry,55+,Any Job Seniority,2-10 employees,33000
IND,Any Gender,Any Company Industry,55+,Any Job Seniority,Myself Only,6100
IND,Any Gender,Any Company Industry,55+,Owner,Any Company Size,77000
IND,Any Gender,Any Company Industry,55+,Owner,"10,001+ employees",1600
IND,Any Gender,Any Company Industry,55+,Owner,"5001-10,000 employees",500
IND,Any Gender,Any Company Industry,55+,Owner,1001-5000 employees,1500
IND,Any Gender,Any Company Industry,55+,Owner,501-1000 employees,1200
IND,Any Gender,Any Company Industry,55+,Owner,201-500 employees,2800
IND,Any Gender,Any Company Industry,55+,Owner,51-200 employees,6400
IND,Any Gender,Any Company Industry,55+,Owner,11-50 employees,11000
IND,Any Gender,Any Company Industry,55+,Owner,2-10 employees,9400
IND,Any Gender,Any Company Industry,55+,Owner,Myself Only,720
IND,Any Gender,Any Company Industry,55+,Partner,Any Company Size,20000
IND,Any Gender,Any Company Industry,55+,Partner,"10,001+ employees",1000
IND,Any Gender,Any Company Industry,55+,Partner,"5001-10,000 employees",330
IND,Any Gender,Any Company Industry,55+,Partner,1001-5000 employees,860
IND,Any Gender,Any Company Industry,55+,Partner,501-1000 employees,610
IND,Any Gender,Any Company Industry,55+,Partner,201-500 employees,1400
IND,Any Gender,Any Company Industry,55+,Partner,51-200 employees,2300
IND,Any Gender,Any Company Industry,55+,Partner,11-50 employees,3700
IND,Any Gender,Any Company Industry,55+,Partner,2-10 employees,2900
IND,Any Gender,Any Company Industry,55+,Partner,Myself Only,0
IND,Any Gender,Any Company Industry,55+,CXO,Any Company Size,45000
IND,Any Gender,Any Company Industry,55+,CXO,"10,001+ employees",3800
IND,Any Gender,Any Company Industry,55+,CXO,"5001-10,000 employees",1200
IND,Any Gender,Any Company Industry,55+,CXO,1001-5000 employees,3400
IND,Any Gender,Any Company Industry,55+,CXO,501-1000 employees,2000
IND,Any Gender,Any Company Industry,55+,CXO,201-500 employees,3300
