Country,Gender,Age Range,Job seniority,Company Size,Excluded Company Industry,Count
PHL,Female,25 to 34,Entry,"5001-10,000 employees",IT,18000
PHL,Female,25 to 34,Entry,1001-5000 employees,Neither IT nor Finance,38000
PHL,Female,25 to 34,Entry,1001-5000 employees,Finance,45000
PHL,Female,25 to 34,Entry,1001-5000 employees,IT,44000
PHL,Female,25 to 34,Entry,501-1000 employees,Neither IT nor Finance,21000
PHL,Female,25 to 34,Entry,501-1000 employees,Finance,27000
PHL,Female,25 to 34,Entry,501-1000 employees,IT,23000
PHL,Female,25 to 34,Entry,201-500 employees,Neither IT nor Finance,31000
PHL,Female,25 to 34,Entry,201-500 employees,Finance,36000
PHL,Female,25 to 34,Entry,201-500 employees,IT,32000
PHL,Female,25 to 34,Entry,51-200 employees,Neither IT nor Finance,37000
PHL,Female,25 to 34,Entry,51-200 employees,Finance,45000
PHL,Female,25 to 34,Entry,51-200 employees,IT,40000
PHL,Female,25 to 34,Entry,11-50 employees,Neither IT nor Finance,39000
PHL,Female,25 to 34,Entry,11-50 employees,Finance,49000
PHL,Female,25 to 34,Entry,11-50 employees,IT,41000
PHL,Female,25 to 34,Entry,2-10 employees,Neither IT nor Finance,30000
PHL,Female,25 to 34,Entry,2-10 employees,Finance,37000
PHL,Female,25 to 34,Entry,2-10 employees,IT,32000
PHL,Female,25 to 34,Entry,Myself Only,Neither IT nor Finance,6200
PHL,Female,25 to 34,Entry,Myself Only,Finance,7900
PHL,Female,25 to 34,Entry,Myself Only,IT,6400
PHL,Female,25 to 34,Training,Any Company Size,Neither IT nor Finance,18000
PHL,Female,25 to 34,Training,Any Company Size,Finance,20000
PHL,Female,25 to 34,Training,Any Company Size,IT,19000
PHL,Female,25 to 34,Training,"10,001+ employees",Neither IT nor Finance,1500
PHL,Female,25 to 34,Training,"10,001+ employees",Finance,1900
PHL,Female,25 to 34,Training,"10,001+ employees",IT,1700
PHL,Female,25 to 34,Training,"5001-10,000 employees",Neither IT nor Finance,350
PHL,Female,25 to 34,Training,"5001-10,000 employees",Finance,430
PHL,Female,25 to 34,Training,"5001-10,000 employees",IT,560
PHL,Female,25 to 34,Training,1001-5000 employees,Neither IT nor Finance,1500
PHL,Female,25 to 34,Training,1001-5000 employees,Finance,1600
PHL,Female,25 to 34,Training,1001-5000 employees,IT,1700
PHL,Female,25 to 34,Training,501-1000 employees,Neither IT nor Finance,1100
PHL,Female,25 to 34,Training,501-1000 employees,Finance,1100
PHL,Female,25 to 34,Training,501-1000 employees,IT,1100
PHL,Female,25 to 34,Training,201-500 employees,Neither IT nor Finance,1300
PHL,Female,25 to 34,Training,201-500 employees,Finance,1300
PHL,Female,25 to 34,Training,201-500 employees,IT,1300
PHL,Female,25 to 34,Training,51-200 employees,Neither IT nor Finance,1100
PHL,Female,25 to 34,Training,51-200 employees,Finance,1300
PHL,Female,25 to 34,Training,51-200 employees,IT,1200
PHL,Female,25 to 34,Training,11-50 employees,Neither IT nor Finance,1300
PHL,Female,25 to 34,Training,11-50 employees,Finance,1500
PHL,Female,25 to 34,Training,11-50 employees,IT,1400
PHL,Female,25 to 34,Training,2-10 employees,Neither IT nor Finance,790
PHL,Female,25 to 34,Training,2-10 employees,Finance,890
PHL,Female,25 to 34,Training,2-10 employees,IT,820
PHL,Female,25 to 34,Training,Myself Only,Neither IT nor Finance,0
PHL,Female,25 to 34,Training,Myself Only,Finance,310
PHL,Female,25 to 34,Training,Myself Only,IT,0
PHL,Female,25 to 34,Unpaid,Any Company Size,Neither IT nor Finance,24000
PHL,Female,25 to 34,Unpaid,Any Company Size,Finance,28000
PHL,Female,25 to 34,Unpaid,Any Company Size,IT,25000
PHL,Female,25 to 34,Unpaid,"10,001+ employees",Neither IT nor Finance,390
PHL,Female,25 to 34,Unpaid,"10,001+ employees",Finance,500
PHL,Female,25 to 34,Unpaid,"10,001+ employees",IT,430
PHL,Female,25 to 34,Unpaid,"5001-10,000 employees",Neither IT nor Finance,0
PHL,Female,25 to 34,Unpaid,"5001-10,000 employees",Finance,0
PHL,Female,25 to 34,Unpaid,"5001-10,000 employees",IT,0
PHL,Female,25 to 34,Unpaid,1001-5000 employees,Neither IT nor Finance,0
PHL,Female,25 to 34,Unpaid,1001-5000 employees,Finance,0
PHL,Female,25 to 34,Unpaid,1001-5000 employees,IT,0
PHL,Female,25 to 34,Unpaid,501-1000 employees,Neither IT nor Finance,0
PHL,Female,25 to 34,Unpaid,501-1000 employees,Finance,0
PHL,Female,25 to 34,Unpaid,501-1000 employees,IT,0
PHL,Female,25 to 34,Unpaid,201-500 employees,Neither IT nor Finance,0
PHL,Female,25 to 34,Unpaid,201-500 employees,Finance,0
PHL,Female,25 to 34,Unpaid,201-500 employees,IT,0
PHL,Female,25 to 34,Unpaid,51-200 employees,Neither IT nor Finance,310
PHL,Female,25 to 34,Unpaid,51-200 employees,Finance,370
PHL,Female,25 to 34,Unpaid,51-200 employees,IT,310
PHL,Female,25 to 34,Unpaid,11-50 employees,Neither IT nor Finance,1100
PHL,Female,25 to 34,Unpaid,11-50 employees,Finance,1200
PHL,Female,25 to 34,Unpaid,11-50 employees,IT,1100
PHL,Female,25 to 34,Unpaid,2-10 employees,Neither IT nor Finance,770
PHL,Female,25 to 34,Unpaid,2-10 employees,Finance,850
PHL,Female,25 to 34,Unpaid,2-10 employees,IT,800
PHL,Female,25 to 34,Unpaid,Myself Only,Neither IT nor Finance,1700
PHL,Female,25 to 34,Unpaid,Myself Only,Finance,1900
PHL,Female,25 to 34,Unpaid,Myself Only,IT,1700
PHL,Female,18 to 24,Any Job Seniority,Any Company Size,Neither IT nor Finance,1200000
PHL,Female,18 to 24,Any Job Seniority,Any Company Size,Finance,1300000
PHL,Female,18 to 24,Any Job Seniority,Any Company Size,IT,1300000
PHL,Female,18 to 24,Any Job Seniority,"10,001+ employees",Neither IT nor Finance,57000
PHL,Female,18 to 24,Any Job Seniority,"10,001+ employees",Finance,73000
PHL,Female,18 to 24,Any Job Seniority,"10,001+ employees",IT,63000
PHL,Female,18 to 24,Any Job Seniority,"5001-10,000 employees",Neither IT nor Finance,7300
PHL,Female,18 to 24,Any Job Seniority,"5001-10,000 employees",Finance,9100
PHL,Female,18 to 24,Any Job Seniority,"5001-10,000 employees",IT,10000
PHL,Female,18 to 24,Any Job Seniority,1001-5000 employees,Neither IT nor Finance,19000
PHL,Female,18 to 24,Any Job Seniority,1001-5000 employees,Finance,22000
PHL,Female,18 to 24,Any Job Seniority,1001-5000 employees,IT,22000
PHL,Female,18 to 24,Any Job Seniority,501-1000 employees,Neither IT nor Finance,11000
PHL,Female,18 to 24,Any Job Seniority,501-1000 employees,Finance,14000
PHL,Female,18 to 24,Any Job Seniority,501-1000 employees,IT,13000
PHL,Female,18 to 24,Any Job Seniority,201-500 employees,Neither IT nor Finance,16000
PHL,Female,18 to 24,Any Job Seniority,201-500 employees,Finance,18000
PHL,Female,18 to 24,Any Job Seniority,201-500 employees,IT,16000
PHL,Female,18 to 24,Any Job Seniority,51-200 employees,Neither IT nor Finance,19000
PHL,Female,18 to 24,Any Job Seniority,51-200 employees,Finance,22000
PHL,Female,18 to 24,Any Job Seniority,51-200 employees,IT,20000
PHL,Female,18 to 24,Any Job Seniority,11-50 employees,Neither IT nor Finance,20000
PHL,Female,18 to 24,Any Job Seniority,11-50 employees,Finance,24000
PHL,Female,18 to 24,Any Job Seniority,11-50 employees,IT,21000
PHL,Female,18 to 24,Any Job Seniority,2-10 employees,Neither IT nor Finance,16000
PHL,Female,18 to 24,Any Job Seniority,2-10 employees,Finance,18000
PHL,Female,18 to 24,Any Job Seniority,2-10 employees,IT,17000
PHL,Female,18 to 24,Any Job Seniority,Myself Only,Neither IT nor Finance,11000
PHL,Female,18 to 24,Any Job Seniority,Myself Only,Finance,13000
PHL,Female,18 to 24,Any Job Seniority,Myself Only,IT,12000
PHL,Female,18 to 24,Owner,Any Company Size,Neither IT nor Finance,4400
PHL,Female,18 to 24,Owner,Any Company Size,Finance,4800
PHL,Female,18 to 24,Owner,Any Company Size,IT,4600
PHL,Female,18 to 24,Owner,"10,001+ employees",Neither IT nor Finance,0
PHL,Female,18 to 24,Owner,"10,001+ employees",Finance,320
PHL,Female,18 to 24,Owner,"10,001+ employees",IT,300
PHL,Female,18 to 24,Owner,"5001-10,000 employees",Neither IT nor Finance,0
PHL,Female,18 to 24,Owner,"5001-10,000 employees",Finance,0
PHL,Female,18 to 24,Owner,"5001-10,000 employees",IT,0
PHL,Female,18 to 24,Owner,1001-5000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Owner,1001-5000 employees,Finance,0
PHL,Female,18 to 24,Owner,1001-5000 employees,IT,0
PHL,Female,18 to 24,Owner,501-1000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Owner,501-1000 employees,Finance,0
PHL,Female,18 to 24,Owner,501-1000 employees,IT,0
PHL,Female,18 to 24,Owner,201-500 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Owner,201-500 employees,Finance,0
PHL,Female,18 to 24,Owner,201-500 employees,IT,0
PHL,Female,18 to 24,Owner,51-200 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Owner,51-200 employees,Finance,0
PHL,Female,18 to 24,Owner,51-200 employees,IT,0
PHL,Female,18 to 24,Owner,11-50 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Owner,11-50 employees,Finance,0
PHL,Female,18 to 24,Owner,11-50 employees,IT,0
PHL,Female,18 to 24,Owner,2-10 employees,Neither IT nor Finance,330
PHL,Female,18 to 24,Owner,2-10 employees,Finance,420
PHL,Female,18 to 24,Owner,2-10 employees,IT,400
PHL,Female,18 to 24,Owner,Myself Only,Neither IT nor Finance,0
PHL,Female,18 to 24,Owner,Myself Only,Finance,0
PHL,Female,18 to 24,Owner,Myself Only,IT,0
PHL,Female,18 to 24,Partner,Any Company Size,Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,Any Company Size,Finance,310
PHL,Female,18 to 24,Partner,Any Company Size,IT,320
PHL,Female,18 to 24,Partner,"10,001+ employees",Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,"10,001+ employees",Finance,0
PHL,Female,18 to 24,Partner,"10,001+ employees",IT,0
PHL,Female,18 to 24,Partner,"5001-10,000 employees",Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,"5001-10,000 employees",Finance,0
PHL,Female,18 to 24,Partner,"5001-10,000 employees",IT,0
PHL,Female,18 to 24,Partner,1001-5000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,1001-5000 employees,Finance,0
PHL,Female,18 to 24,Partner,1001-5000 employees,IT,0
PHL,Female,18 to 24,Partner,501-1000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,501-1000 employees,Finance,0
PHL,Female,18 to 24,Partner,501-1000 employees,IT,0
PHL,Female,18 to 24,Partner,201-500 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,201-500 employees,Finance,0
PHL,Female,18 to 24,Partner,201-500 employees,IT,0
PHL,Female,18 to 24,Partner,51-200 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,51-200 employees,Finance,0
PHL,Female,18 to 24,Partner,51-200 employees,IT,0
PHL,Female,18 to 24,Partner,11-50 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,11-50 employees,Finance,0
PHL,Female,18 to 24,Partner,11-50 employees,IT,0
PHL,Female,18 to 24,Partner,2-10 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,2-10 employees,Finance,0
PHL,Female,18 to 24,Partner,2-10 employees,IT,0
PHL,Female,18 to 24,Partner,Myself Only,Neither IT nor Finance,0
PHL,Female,18 to 24,Partner,Myself Only,Finance,0
PHL,Female,18 to 24,Partner,Myself Only,IT,0
PHL,Female,18 to 24,CXO,Any Company Size,Neither IT nor Finance,1400
PHL,Female,18 to 24,CXO,Any Company Size,Finance,1600
PHL,Female,18 to 24,CXO,Any Company Size,IT,1500
PHL,Female,18 to 24,CXO,"10,001+ employees",Neither IT nor Finance,0
PHL,Female,18 to 24,CXO,"10,001+ employees",Finance,0
PHL,Female,18 to 24,CXO,"10,001+ employees",IT,0
PHL,Female,18 to 24,CXO,"5001-10,000 employees",Neither IT nor Finance,0
PHL,Female,18 to 24,CXO,"5001-10,000 employees",Finance,0
PHL,Female,18 to 24,CXO,"5001-10,000 employees",IT,0
PHL,Female,18 to 24,CXO,1001-5000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,CXO,1001-5000 employees,Finance,0
PHL,Female,18 to 24,CXO,1001-5000 employees,IT,0
PHL,Female,18 to 24,CXO,501-1000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,CXO,501-1000 employees,Finance,0
PHL,Female,18 to 24,CXO,501-1000 employees,IT,0
PHL,Female,18 to 24,CXO,201-500 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,CXO,201-500 employees,Finance,0
PHL,Female,18 to 24,CXO,201-500 employees,IT,0
PHL,Female,18 to 24,CXO,51-200 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,CXO,51-200 employees,Finance,0
PHL,Female,18 to 24,CXO,51-200 employees,IT,0
PHL,Female,18 to 24,CXO,11-50 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,CXO,11-50 employees,Finance,0
PHL,Female,18 to 24,CXO,11-50 employees,IT,0
PHL,Female,18 to 24,CXO,2-10 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,CXO,2-10 employees,Finance,0
PHL,Female,18 to 24,CXO,2-10 employees,IT,0
PHL,Female,18 to 24,CXO,Myself Only,Neither IT nor Finance,0
PHL,Female,18 to 24,CXO,Myself Only,Finance,0
PHL,Female,18 to 24,CXO,Myself Only,IT,0
PHL,Female,18 to 24,VP,Any Company Size,Neither IT nor Finance,1800
PHL,Female,18 to 24,VP,Any Company Size,Finance,2000
PHL,Female,18 to 24,VP,Any Company Size,IT,1900
PHL,Female,18 to 24,VP,"10,001+ employees",Neither IT nor Finance,0
PHL,Female,18 to 24,VP,"10,001+ employees",Finance,0
PHL,Female,18 to 24,VP,"10,001+ employees",IT,0
PHL,Female,18 to 24,VP,"5001-10,000 employees",Neither IT nor Finance,0
PHL,Female,18 to 24,VP,"5001-10,000 employees",Finance,0
PHL,Female,18 to 24,VP,"5001-10,000 employees",IT,0
PHL,Female,18 to 24,VP,1001-5000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,VP,1001-5000 employees,Finance,0
PHL,Female,18 to 24,VP,1001-5000 employees,IT,0
PHL,Female,18 to 24,VP,501-1000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,VP,501-1000 employees,Finance,0
PHL,Female,18 to 24,VP,501-1000 employees,IT,0
PHL,Female,18 to 24,VP,201-500 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,VP,201-500 employees,Finance,0
PHL,Female,18 to 24,VP,201-500 employees,IT,0
PHL,Female,18 to 24,VP,51-200 employees,Neither IT nor Finance,300
PHL,Female,18 to 24,VP,51-200 employees,Finance,350
PHL,Female,18 to 24,VP,51-200 employees,IT,330
PHL,Female,18 to 24,VP,11-50 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,VP,11-50 employees,Finance,0
PHL,Female,18 to 24,VP,11-50 employees,IT,0
PHL,Female,18 to 24,VP,2-10 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,VP,2-10 employees,Finance,0
PHL,Female,18 to 24,VP,2-10 employees,IT,0
PHL,Female,18 to 24,VP,Myself Only,Neither IT nor Finance,0
PHL,Female,18 to 24,VP,Myself Only,Finance,0
PHL,Female,18 to 24,VP,Myself Only,IT,0
PHL,Female,18 to 24,Director,Any Company Size,Neither IT nor Finance,4800
PHL,Female,18 to 24,Director,Any Company Size,Finance,5300
PHL,Female,18 to 24,Director,Any Company Size,IT,5300
PHL,Female,18 to 24,Director,"10,001+ employees",Neither IT nor Finance,580
PHL,Female,18 to 24,Director,"10,001+ employees",Finance,710
PHL,Female,18 to 24,Director,"10,001+ employees",IT,680
PHL,Female,18 to 24,Director,"5001-10,000 employees",Neither IT nor Finance,0
PHL,Female,18 to 24,Director,"5001-10,000 employees",Finance,0
PHL,Female,18 to 24,Director,"5001-10,000 employees",IT,0
PHL,Female,18 to 24,Director,1001-5000 employees,Neither IT nor Finance,310
PHL,Female,18 to 24,Director,1001-5000 employees,Finance,340
PHL,Female,18 to 24,Director,1001-5000 employees,IT,410
PHL,Female,18 to 24,Director,501-1000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Director,501-1000 employees,Finance,0
PHL,Female,18 to 24,Director,501-1000 employees,IT,0
PHL,Female,18 to 24,Director,201-500 employees,Neither IT nor Finance,340
PHL,Female,18 to 24,Director,201-500 employees,Finance,370
PHL,Female,18 to 24,Director,201-500 employees,IT,360
PHL,Female,18 to 24,Director,51-200 employees,Neither IT nor Finance,470
PHL,Female,18 to 24,Director,51-200 employees,Finance,530
PHL,Female,18 to 24,Director,51-200 employees,IT,510
PHL,Female,18 to 24,Director,11-50 employees,Neither IT nor Finance,380
PHL,Female,18 to 24,Director,11-50 employees,Finance,460
PHL,Female,18 to 24,Director,11-50 employees,IT,400
PHL,Female,18 to 24,Director,2-10 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Director,2-10 employees,Finance,300
PHL,Female,18 to 24,Director,2-10 employees,IT,0
PHL,Female,18 to 24,Director,Myself Only,Neither IT nor Finance,0
PHL,Female,18 to 24,Director,Myself Only,Finance,0
PHL,Female,18 to 24,Director,Myself Only,IT,0
PHL,Female,18 to 24,Manager,Any Company Size,Neither IT nor Finance,12000
PHL,Female,18 to 24,Manager,Any Company Size,Finance,14000
PHL,Female,18 to 24,Manager,Any Company Size,IT,13000
PHL,Female,18 to 24,Manager,"10,001+ employees",Neither IT nor Finance,2000
PHL,Female,18 to 24,Manager,"10,001+ employees",Finance,2500
PHL,Female,18 to 24,Manager,"10,001+ employees",IT,2300
PHL,Female,18 to 24,Manager,"5001-10,000 employees",Neither IT nor Finance,350
PHL,Female,18 to 24,Manager,"5001-10,000 employees",Finance,460
PHL,Female,18 to 24,Manager,"5001-10,000 employees",IT,570
PHL,Female,18 to 24,Manager,1001-5000 employees,Neither IT nor Finance,900
PHL,Female,18 to 24,Manager,1001-5000 employees,Finance,1000
PHL,Female,18 to 24,Manager,1001-5000 employees,IT,1100
PHL,Female,18 to 24,Manager,501-1000 employees,Neither IT nor Finance,480
PHL,Female,18 to 24,Manager,501-1000 employees,Finance,560
PHL,Female,18 to 24,Manager,501-1000 employees,IT,580
PHL,Female,18 to 24,Manager,201-500 employees,Neither IT nor Finance,710
PHL,Female,18 to 24,Manager,201-500 employees,Finance,790
PHL,Female,18 to 24,Manager,201-500 employees,IT,760
PHL,Female,18 to 24,Manager,51-200 employees,Neither IT nor Finance,730
PHL,Female,18 to 24,Manager,51-200 employees,Finance,850
PHL,Female,18 to 24,Manager,51-200 employees,IT,770
PHL,Female,18 to 24,Manager,11-50 employees,Neither IT nor Finance,730
PHL,Female,18 to 24,Manager,11-50 employees,Finance,890
PHL,Female,18 to 24,Manager,11-50 employees,IT,790
PHL,Female,18 to 24,Manager,2-10 employees,Neither IT nor Finance,580
PHL,Female,18 to 24,Manager,2-10 employees,Finance,670
PHL,Female,18 to 24,Manager,2-10 employees,IT,620
PHL,Female,18 to 24,Manager,Myself Only,Neither IT nor Finance,0
PHL,Female,18 to 24,Manager,Myself Only,Finance,0
PHL,Female,18 to 24,Manager,Myself Only,IT,0
PHL,Female,18 to 24,Senior,Any Company Size,Neither IT nor Finance,62000
PHL,Female,18 to 24,Senior,Any Company Size,Finance,75000
PHL,Female,18 to 24,Senior,Any Company Size,IT,69000
PHL,Female,18 to 24,Senior,"10,001+ employees",Neither IT nor Finance,13000
PHL,Female,18 to 24,Senior,"10,001+ employees",Finance,19000
PHL,Female,18 to 24,Senior,"10,001+ employees",IT,15000
PHL,Female,18 to 24,Senior,"5001-10,000 employees",Neither IT nor Finance,1600
PHL,Female,18 to 24,Senior,"5001-10,000 employees",Finance,2100
PHL,Female,18 to 24,Senior,"5001-10,000 employees",IT,2300
PHL,Female,18 to 24,Senior,1001-5000 employees,Neither IT nor Finance,4700
PHL,Female,18 to 24,Senior,1001-5000 employees,Finance,5400
PHL,Female,18 to 24,Senior,1001-5000 employees,IT,5500
PHL,Female,18 to 24,Senior,501-1000 employees,Neither IT nor Finance,2800
PHL,Female,18 to 24,Senior,501-1000 employees,Finance,3300
PHL,Female,18 to 24,Senior,501-1000 employees,IT,3900
PHL,Female,18 to 24,Senior,201-500 employees,Neither IT nor Finance,3600
PHL,Female,18 to 24,Senior,201-500 employees,Finance,4200
PHL,Female,18 to 24,Senior,201-500 employees,IT,3800
PHL,Female,18 to 24,Senior,51-200 employees,Neither IT nor Finance,3900
PHL,Female,18 to 24,Senior,51-200 employees,Finance,5100
PHL,Female,18 to 24,Senior,51-200 employees,IT,4200
PHL,Female,18 to 24,Senior,11-50 employees,Neither IT nor Finance,3600
PHL,Female,18 to 24,Senior,11-50 employees,Finance,4600
PHL,Female,18 to 24,Senior,11-50 employees,IT,3800
PHL,Female,18 to 24,Senior,2-10 employees,Neither IT nor Finance,2600
PHL,Female,18 to 24,Senior,2-10 employees,Finance,3100
PHL,Female,18 to 24,Senior,2-10 employees,IT,2800
PHL,Female,18 to 24,Senior,Myself Only,Neither IT nor Finance,960
PHL,Female,18 to 24,Senior,Myself Only,Finance,1100
PHL,Female,18 to 24,Senior,Myself Only,IT,1000
PHL,Female,18 to 24,Entry,Any Company Size,Neither IT nor Finance,250000
PHL,Female,18 to 24,Entry,Any Company Size,Finance,270000
PHL,Female,18 to 24,Entry,Any Company Size,IT,260000
PHL,Female,18 to 24,Entry,"10,001+ employees",Neither IT nor Finance,39000
PHL,Female,18 to 24,Entry,"10,001+ employees",Finance,47000
PHL,Female,18 to 24,Entry,"10,001+ employees",IT,42000
PHL,Female,18 to 24,Entry,"5001-10,000 employees",Neither IT nor Finance,4800
PHL,Female,18 to 24,Entry,"5001-10,000 employees",Finance,5800
PHL,Female,18 to 24,Entry,"5001-10,000 employees",IT,6700
PHL,Female,18 to 24,Entry,1001-5000 employees,Neither IT nor Finance,12000
PHL,Female,18 to 24,Entry,1001-5000 employees,Finance,13000
PHL,Female,18 to 24,Entry,1001-5000 employees,IT,13000
PHL,Female,18 to 24,Entry,501-1000 employees,Neither IT nor Finance,6500
PHL,Female,18 to 24,Entry,501-1000 employees,Finance,8200
PHL,Female,18 to 24,Entry,501-1000 employees,IT,7300
PHL,Female,18 to 24,Entry,201-500 employees,Neither IT nor Finance,9500
PHL,Female,18 to 24,Entry,201-500 employees,Finance,11000
PHL,Female,18 to 24,Entry,201-500 employees,IT,9900
PHL,Female,18 to 24,Entry,51-200 employees,Neither IT nor Finance,11000
PHL,Female,18 to 24,Entry,51-200 employees,Finance,13000
PHL,Female,18 to 24,Entry,51-200 employees,IT,12000
PHL,Female,18 to 24,Entry,11-50 employees,Neither IT nor Finance,13000
PHL,Female,18 to 24,Entry,11-50 employees,Finance,15000
PHL,Female,18 to 24,Entry,11-50 employees,IT,13000
PHL,Female,18 to 24,Entry,2-10 employees,Neither IT nor Finance,10000
PHL,Female,18 to 24,Entry,2-10 employees,Finance,12000
PHL,Female,18 to 24,Entry,2-10 employees,IT,11000
PHL,Female,18 to 24,Entry,Myself Only,Neither IT nor Finance,5200
PHL,Female,18 to 24,Entry,Myself Only,Finance,5700
PHL,Female,18 to 24,Entry,Myself Only,IT,5200
PHL,Female,18 to 24,Training,Any Company Size,Neither IT nor Finance,9500
PHL,Female,18 to 24,Training,Any Company Size,Finance,11000
PHL,Female,18 to 24,Training,Any Company Size,IT,10000
PHL,Female,18 to 24,Training,"10,001+ employees",Neither IT nor Finance,770
PHL,Female,18 to 24,Training,"10,001+ employees",Finance,1000
PHL,Female,18 to 24,Training,"10,001+ employees",IT,850
PHL,Female,18 to 24,Training,"5001-10,000 employees",Neither IT nor Finance,0
PHL,Female,18 to 24,Training,"5001-10,000 employees",Finance,0
PHL,Female,18 to 24,Training,"5001-10,000 employees",IT,0
PHL,Female,18 to 24,Training,1001-5000 employees,Neither IT nor Finance,710
PHL,Female,18 to 24,Training,1001-5000 employees,Finance,760
PHL,Female,18 to 24,Training,1001-5000 employees,IT,750
PHL,Female,18 to 24,Training,501-1000 employees,Neither IT nor Finance,600
PHL,Female,18 to 24,Training,501-1000 employees,Finance,630
PHL,Female,18 to 24,Training,501-1000 employees,IT,630
PHL,Female,18 to 24,Training,201-500 employees,Neither IT nor Finance,670
PHL,Female,18 to 24,Training,201-500 employees,Finance,700
PHL,Female,18 to 24,Training,201-500 employees,IT,680
PHL,Female,18 to 24,Training,51-200 employees,Neither IT nor Finance,590
PHL,Female,18 to 24,Training,51-200 employees,Finance,690
PHL,Female,18 to 24,Training,51-200 employees,IT,610
PHL,Female,18 to 24,Training,11-50 employees,Neither IT nor Finance,690
PHL,Female,18 to 24,Training,11-50 employees,Finance,790
PHL,Female,18 to 24,Training,11-50 employees,IT,710
PHL,Female,18 to 24,Training,2-10 employees,Neither IT nor Finance,460
PHL,Female,18 to 24,Training,2-10 employees,Finance,510
PHL,Female,18 to 24,Training,2-10 employees,IT,480
PHL,Female,18 to 24,Training,Myself Only,Neither IT nor Finance,610
PHL,Female,18 to 24,Training,Myself Only,Finance,800
PHL,Female,18 to 24,Training,Myself Only,IT,620
PHL,Female,18 to 24,Unpaid,Any Company Size,Neither IT nor Finance,13000
PHL,Female,18 to 24,Unpaid,Any Company Size,Finance,14000
PHL,Female,18 to 24,Unpaid,Any Company Size,IT,13000
PHL,Female,18 to 24,Unpaid,"10,001+ employees",Neither IT nor Finance,430
PHL,Female,18 to 24,Unpaid,"10,001+ employees",Finance,530
PHL,Female,18 to 24,Unpaid,"10,001+ employees",IT,460
PHL,Female,18 to 24,Unpaid,"5001-10,000 employees",Neither IT nor Finance,0
PHL,Female,18 to 24,Unpaid,"5001-10,000 employees",Finance,0
PHL,Female,18 to 24,Unpaid,"5001-10,000 employees",IT,0
PHL,Female,18 to 24,Unpaid,1001-5000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Unpaid,1001-5000 employees,Finance,0
PHL,Female,18 to 24,Unpaid,1001-5000 employees,IT,0
PHL,Female,18 to 24,Unpaid,501-1000 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Unpaid,501-1000 employees,Finance,0
PHL,Female,18 to 24,Unpaid,501-1000 employees,IT,0
PHL,Female,18 to 24,Unpaid,201-500 employees,Neither IT nor Finance,0
PHL,Female,18 to 24,Unpaid,201-500 employees,Finance,0
PHL,Female,18 to 24,Unpaid,201-500 employees,IT,0
PHL,Female,18 to 24,Unpaid,51-200 employees,Neither IT nor Finance,640
PHL,Female,18 to 24,Unpaid,51-200 employees,Finance,650
PHL,Female,18 to 24,Unpaid,51-200 employees,IT,650
PHL,Female,18 to 24,Unpaid,11-50 employees,Neither IT nor Finance,590
PHL,Female,18 to 24,Unpaid,11-50 employees,Finance,620
PHL,Female,18 to 24,Unpaid,11-50 employees,IT,600
PHL,Female,18 to 24,Unpaid,2-10 employees,Neither IT nor Finance,550
PHL,Female,18 to 24,Unpaid,2-10 employees,Finance,570
PHL,Female,18 to 24,Unpaid,2-10 employees,IT,560
PHL,Female,18 to 24,Unpaid,Myself Only,Neither IT nor Finance,3800
PHL,Female,18 to 24,Unpaid,Myself Only,Finance,4000
PHL,Female,18 to 24,Unpaid,Myself Only,IT,3800
IND,Any Gender,Any Age Range,Any Job Seniority,Any Company Size,Neither IT nor Finance,63000000
IND,Any Gender,Any Age Range,Any Job Seniority,Any Company Size,Finance,73000000
IND,Any Gender,Any Age Range,Any Job Seniority,Any Company Size,IT,66000000
